"comparison","direct","indirect","diff","p"
"GLP-1RA:GLP-1RA + Metformin",-0.489466230409388,-0.132248364819564,-0.357217865589824,0.522248340625181
"GLP-1RA:Metformin",0.136876416609482,-0.332346221007966,0.469222637617448,0.449624422166766
"GLP-1RA:Placebo",0.340974596024219,NA,NA,NA
"GLP-1RA + Metformin:Metformin",0.439418615447387,-0.0257538982393769,0.465172513686764,0.460595717860716
"GLP-1RA + Metformin:Placebo",NA,0.628320319853563,NA,NA
"Placebo:Metformin",NA,-0.266420433975615,NA,NA
